sample_id,time,gateway,device_address,crc_status,frequency,spreading_factor,bandwidth,rssi,snr,snr_bin,size,airtime_s,p_success,expected_attempts,access_delay_s,max_attempts,retransmission_backoff_s
2054,2020-01-01 00:47:07,gw_main,devB,0,868300000.0,7,125.0,-108.9394813124263,-4.382966768270002,"(-6.0, -4.0]",76.0,0.13849599999999998,0.6124031007751938,1.537828255513491,0.7508113175890874,3,1.0
2055,2020-01-01 00:47:08,gw_main,devC,0,867300000.0,11,125.0,-112.42106882862358,-4.429362702502001,"(-6.0, -4.0]",28.0,0.9052159999999999,0.3939393939393939,1.9733700642791552,2.759696220385675,3,1.0
2056,2020-01-01 00:47:10,gw_main,devC,1,867100000.0,7,125.0,-102.10807757420105,-2.559601897122978,"(-4.0, -2.0]",66.0,0.123136,0.8152866242038217,1.2188324069941985,0.36891455426183606,3,1.0
2057,2020-01-01 00:47:11,gw_main,devB,0,867300000.0,10,125.0,-122.11456294045682,-4.743274686549356,"(-6.0, -4.0]",20.0,0.37068799999999996,0.5,1.75,1.398704,3,1.0
2058,2020-01-01 00:47:12,gw_main,devC,0,867300000.0,10,125.0,-96.31077390864124,-8.042795030191254,"(-10.0, -8.0]",51.0,0.616448,0.18181818181818182,2.487603305785124,3.021081388429752,3,1.0
2059,2020-01-01 00:47:13,gw_main,devA,0,867300000.0,7,125.0,-103.4797573344722,-7.0598312950783395,"(-8.0, -6.0]",72.0,0.133376,0.5533980582524272,1.6460552361202754,0.8655994992930532,3,1.0
2060,2020-01-01 00:47:16,gw_main,devC,1,867100000.0,7,125.0,-130.03128066548635,6.805509766089933,"(6.0, 8.0]",20.0,0.056575999999999994,0.9651162790697675,1.0361005949161708,0.09471902217414807,3,1.0
2061,2020-01-01 00:47:17,gw_main,devC,1,867300000.0,7,125.0,-116.70789551796724,-3.7747836637227934,"(-4.0, -2.0]",24.0,0.061695999999999994,0.8152866242038217,1.2188324069941985,0.29402949117611255,3,1.0
2062,2020-01-01 00:47:18,gw_main,devC,1,867300000.0,8,125.0,-102.81005950638561,6.355105719245895,"(6.0, 8.0]",60.0,0.205312,0.9850746268656716,1.0151481398975275,0.22357023479616867,3,1.0
2063,2020-01-01 00:47:19,gw_main,devC,1,867300000.0,9,125.0,-92.09881376639625,1.5427578731004514,"(0.0, 2.0]",49.0,0.328704,0.8987341772151899,1.1115205896490947,0.4768818535491108,3,1.0
2064,2020-01-01 00:47:20,gw_main,devA,1,867900000.0,8,125.0,-116.33656831702605,-0.027814123312229374,"(-2.0, 0.0]",30.0,0.12339199999999999,0.926605504587156,1.07878124736975,0.2118942230451982,3,1.0
2065,2020-01-01 00:47:21,gw_main,devC,0,867300000.0,7,125.0,-118.38433917552923,-12.049825570141893,"(-14.0, -12.0]",68.0,0.123136,0.2916666666666667,2.210069444444444,1.4822085555555553,3,1.0
2066,2020-01-01 00:47:22,gw_main,devA,0,867300000.0,10,125.0,-106.21598416389845,-7.740349109952788,"(-8.0, -6.0]",44.0,0.534528,0.25,2.3125,2.548596,3,1.0
2067,2020-01-01 00:47:23,gw_main,devC,1,867300000.0,7,125.0,-104.76778659033936,4.448573133055425,"(4.0, 6.0]",70.0,0.12825599999999998,0.976,1.024576,0.1559840194559999,3,1.0
2068,2020-01-01 00:47:24,gw_main,devA,1,867900000.0,7,125.0,-112.50362410662083,8.386919174069991,"(8.0, 10.0]",29.0,0.066816,0.9811320754716981,1.0192239231043076,0.08732438875044507,3,1.0
2069,2020-01-01 00:47:25,gw_main,devB,1,867100000.0,9,125.0,-112.76876438657793,1.238692831040884,"(0.0, 2.0]",38.0,0.267264,0.8987341772151899,1.1115205896490947,0.4085900285210704,3,1.0
2070,2020-01-01 00:47:27,gw_main,devA,1,867900000.0,11,125.0,-114.050115722091,-2.446332851523507,"(-4.0, -2.0]",42.0,1.150976,0.7407407407407407,1.3264746227709192,1.8532150781893006,3,1.0
2071,2020-01-01 00:47:28,gw_main,devA,0,867300000.0,9,125.0,-120.27648776797957,-2.2281055646462002,"(-4.0, -2.0]",38.0,0.267264,0.7241379310344828,1.351961950059453,0.7132927086801428,3,1.0
2072,2020-01-01 00:47:29,gw_main,devA,1,867900000.0,10,125.0,-109.38668465477234,-3.977775742573871,"(-4.0, -2.0]",66.0,0.739328,0.6428571428571429,1.4846938775510203,1.5823696326530612,3,1.0
2073,2020-01-01 00:47:30,gw_main,devA,1,867900000.0,7,125.0,-93.91510924664651,5.848192618654939,"(4.0, 6.0]",28.0,0.066816,0.976,1.024576,0.09303407001599993,3,1.0
2074,2020-01-01 00:47:31,gw_main,devB,1,867300000.0,8,125.0,-99.43881941002907,2.0567843104411594,"(2.0, 4.0]",54.0,0.184832,0.9166666666666666,1.0902777777777777,0.2917959999999999,3,1.0
2075,2020-01-01 00:47:32,gw_main,devC,1,868300000.0,7,125.0,-106.04418402193056,-1.4050158985953463,"(-2.0, 0.0]",22.0,0.056575999999999994,0.8554216867469879,1.165481201916098,0.2314194663957032,3,1.0
2076,2020-01-01 00:47:33,gw_main,devC,1,867900000.0,7,125.0,-117.37518174953446,-1.9703475883348576,"(-2.0, 0.0]",75.0,0.133376,0.8554216867469879,1.165481201916098,0.32092842270285954,3,1.0
2077,2020-01-01 00:47:34,gw_main,devC,1,867100000.0,8,125.0,-106.51399254422783,3.3390335185710676,"(2.0, 4.0]",39.0,0.154112,0.9166666666666666,1.0902777777777777,0.25830266666666657,3,1.0
2078,2020-01-01 00:47:35,gw_main,devB,1,867300000.0,10,125.0,-79.8408859249712,1.9386932666548806,"(0.0, 2.0]",70.0,0.780288,0.8888888888888888,1.1234567901234567,1.0000766419753084,3,1.0
2079,2020-01-01 00:47:37,gw_main,devB,1,867300000.0,10,125.0,-96.23811757740413,10.295915264689885,"(10.0, 12.0]",30.0,0.45260799999999995,0.9,1.11,0.6123948800000001,3,1.0
2080,2020-01-01 00:47:39,gw_main,devC,1,867100000.0,7,125.0,-109.43307556401939,0.06287462564335199,"(0.0, 2.0]",76.0,0.13849599999999998,0.9215686274509803,1.0845828527489427,0.23479323952326028,3,1.0
2081,2020-01-01 00:47:41,gw_main,devB,1,867100000.0,11,125.0,-90.0612972348473,6.144101985702814,"(6.0, 8.0]",57.0,1.396736,0.9473684210526315,1.0554016620498614,1.5295191578947367,3,1.0
2082,2020-01-01 00:47:42,gw_main,devB,1,867100000.0,7,125.0,-108.34319443901592,-0.5278011514777994,"(-2.0, 0.0]",67.0,0.123136,0.8554216867469879,1.165481201916098,0.3089938951952387,3,1.0
2083,2020-01-01 00:47:44,gw_main,devA,0,867300000.0,9,125.0,-110.11428014398116,-6.4198699589456965,"(-8.0, -6.0]",45.0,0.308224,0.41304347826086957,1.9314744801512285,1.5268012703213607,3,1.0
2084,2020-01-01 00:47:47,gw_main,devA,1,868300000.0,12,125.0,-122.85250939617582,7.322202142893833,"(6.0, 8.0]",20.0,1.3189119999999999,0.875,1.140625,1.645009,3,1.0
2085,2020-01-01 00:47:48,gw_main,devC,0,867900000.0,7,125.0,-110.96655520588028,-11.3904687410119,"(-12.0, -10.0]",47.0,0.092416,0.2,2.4400000000000004,1.6654950400000004,3,1.0
2086,2020-01-01 00:47:49,gw_main,devB,1,867100000.0,7,125.0,-119.99571409030814,4.087651403680761,"(4.0, 6.0]",23.0,0.061695999999999994,0.976,1.024576,0.08778824089599992,3,1.0
2087,2020-01-01 00:47:51,gw_main,devA,1,867100000.0,8,125.0,-109.93841024728448,-5.873828806905475,"(-6.0, -4.0]",30.0,0.12339199999999999,0.6025641025641025,1.5553911900065749,0.7473140197238661,3,1.0
2088,2020-01-01 00:47:52,gw_main,devA,1,867900000.0,9,125.0,-110.40283873361876,-1.1701852523234892,"(-2.0, 0.0]",45.0,0.308224,0.826530612244898,1.203561016243232,0.5745274069137859,3,1.0
2089,2020-01-01 00:47:53,gw_main,devA,1,867300000.0,9,125.0,-92.70249132223728,1.5984730785093144,"(0.0, 2.0]",65.0,0.390144,0.8987341772151899,1.1115205896490947,0.5451736785771512,3,1.0
2090,2020-01-01 00:47:54,gw_main,devC,1,867100000.0,11,125.0,-116.61781692709577,3.67263887520183,"(2.0, 4.0]",53.0,1.314816,0.9523809523809523,1.0498866213151927,1.4302943492063491,3,1.0
2091,2020-01-01 00:47:55,gw_main,devC,1,867900000.0,9,125.0,-108.59733745013946,10.62979010996646,"(10.0, 12.0]",28.0,0.22630399999999998,0.95,1.0525,0.29068496,3,1.0
2092,2020-01-01 00:47:56,gw_main,devA,1,867900000.0,7,125.0,-100.8988099061175,2.1516843466298585,"(2.0, 4.0]",30.0,0.071936,0.952054794520548,1.0502439482079189,0.12579429686620375,3,1.0
2093,2020-01-01 00:47:58,gw_main,devC,0,868300000.0,8,125.0,-110.5096222596818,-3.590934059076669,"(-4.0, -2.0]",59.0,0.205312,0.7203389830508474,1.3578713013501866,0.6366585739729962,3,1.0
2094,2020-01-01 00:48:00,gw_main,devA,1,868300000.0,8,125.0,-98.77015792384412,0.9196125181808821,"(0.0, 2.0]",48.0,0.174592,0.9338842975206612,1.0704869885936752,0.25738545290622217,3,1.0
2095,2020-01-01 00:48:01,gw_main,devA,0,867900000.0,7,125.0,-113.36242772992499,-2.7791052236114195,"(-4.0, -2.0]",64.0,0.118016,0.8152866242038217,1.2188324069941985,0.3626741323380258,3,1.0
2096,2020-01-01 00:48:02,gw_main,devA,1,868300000.0,11,125.0,-103.4497525788314,-0.5758758946034097,"(-2.0, 0.0]",37.0,1.069056,0.7209302325581395,1.3569497025419146,1.8076049237425638,3,1.0
2097,2020-01-01 00:48:04,gw_main,devC,1,868300000.0,10,125.0,-101.68757358133668,1.1467155151639126,"(0.0, 2.0]",36.0,0.49356799999999995,0.8888888888888888,1.1234567901234567,0.6779591111111108,3,1.0
2098,2020-01-01 00:48:05,gw_main,devB,1,867100000.0,9,125.0,-118.71694964430769,2.4083470735508827,"(2.0, 4.0]",26.0,0.20582399999999998,0.9358974358974359,1.0682117028270874,0.28807530834976985,3,1.0
2099,2020-01-01 00:48:06,gw_main,devC,1,867900000.0,9,125.0,-98.52298350563153,-3.0533422243607475,"(-4.0, -2.0]",71.0,0.410624,0.7241379310344828,1.351961950059453,0.9071099738406659,3,1.0
2100,2020-01-01 00:48:08,gw_main,devB,1,867900000.0,11,125.0,-102.72217117977998,4.484829509716457,"(4.0, 6.0]",39.0,1.069056,0.8571428571428571,1.1632653061224492,1.4068610612244903,3,1.0
2101,2020-01-01 00:48:09,gw_main,devB,0,867300000.0,10,125.0,-105.837343221742,-10.179306060195533,"(-12.0, -10.0]",21.0,0.37068799999999996,0.07692307692307693,2.7751479289940835,2.803861964497042,3,1.0
2102,2020-01-01 00:48:10,gw_main,devC,1,868300000.0,9,125.0,-103.77535913700734,-3.709239904963277,"(-4.0, -2.0]",56.0,0.349184,0.7241379310344828,1.351961950059453,0.8240454316290131,3,1.0
2103,2020-01-01 00:48:11,gw_main,devA,1,868300000.0,7,125.0,-113.66405070227205,9.315705576474377,"(8.0, 10.0]",45.0,0.092416,0.9811320754716981,1.0192239231043076,0.11341652118191535,3,1.0
2104,2020-01-01 00:48:13,gw_main,devC,1,867100000.0,7,125.0,-100.42388414832553,-4.158312130473565,"(-6.0, -4.0]",33.0,0.071936,0.6124031007751938,1.537828255513491,0.6484534689021095,3,1.0
2105,2020-01-01 00:48:14,gw_main,devA,1,867100000.0,7,125.0,-101.88063141026623,4.126316336021767,"(4.0, 6.0]",40.0,0.082176,0.976,1.024576,0.10877155737599993,3,1.0
2106,2020-01-01 00:48:16,gw_main,devA,1,868300000.0,8,125.0,-100.68621772982232,15.588852728143966,"(14.0, 16.0]",48.0,0.174592,0.9090909090909091,1.0991735537190082,0.29108046280991723,3,1.0
2107,2020-01-01 00:48:18,gw_main,devA,1,867900000.0,7,125.0,-112.43904469882702,8.61935670652839,"(8.0, 10.0]",49.0,0.097536,0.9811320754716981,1.0192239231043076,0.1186349476682094,3,1.0
2108,2020-01-01 00:48:20,gw_main,devC,1,868300000.0,7,125.0,-111.34425001664172,5.498114195497397,"(4.0, 6.0]",60.0,0.112896,0.976,1.024576,0.1402465320959999,3,1.0
2109,2020-01-01 00:48:22,gw_main,devC,1,867300000.0,7,125.0,-99.7226393219854,2.143069215794712,"(2.0, 4.0]",31.0,0.071936,0.952054794520548,1.0502439482079189,0.12579429686620375,3,1.0
2110,2020-01-01 00:48:24,gw_main,devB,1,867300000.0,7,125.0,-101.7954206107031,4.855947954881129,"(4.0, 6.0]",65.0,0.123136,0.976,1.024576,0.15073819033599992,3,1.0
2111,2020-01-01 00:48:26,gw_main,devA,1,867300000.0,7,125.0,-99.09439582726418,-1.6432436013563079,"(-2.0, 0.0]",78.0,0.13849599999999998,0.8554216867469879,1.165481201916098,0.32689568645666994,3,1.0
2112,2020-01-01 00:48:27,gw_main,devA,1,867300000.0,7,125.0,-96.96939517450394,5.977495678015914,"(4.0, 6.0]",37.0,0.082176,0.976,1.024576,0.10877155737599993,3,1.0
2113,2020-01-01 00:48:28,gw_main,devA,0,868300000.0,10,125.0,-112.76017665912292,-6.685817437996178,"(-8.0, -6.0]",28.0,0.41164799999999996,0.25,2.3125,2.264436,3,1.0
2114,2020-01-01 00:48:29,gw_main,devB,1,867900000.0,8,125.0,-116.6476430354821,-2.185611338162624,"(-4.0, -2.0]",24.0,0.11315199999999999,0.7203389830508474,1.3578713013501866,0.5115171548405629,3,1.0
2115,2020-01-01 00:48:32,gw_main,devB,1,867300000.0,7,125.0,-108.63417983352157,6.98623498249967,"(6.0, 8.0]",23.0,0.061695999999999994,0.9651162790697675,1.0361005949161708,0.10002385722011886,3,1.0
2116,2020-01-01 00:48:33,gw_main,devC,1,867900000.0,8,125.0,-107.4743835386946,2.044644543733201,"(2.0, 4.0]",79.0,0.25651199999999996,0.9166666666666666,1.0902777777777777,0.36994711111111095,3,1.0
2117,2020-01-01 00:48:38,gw_main,devA,1,867900000.0,9,125.0,-98.28256523655801,0.4604687808170279,"(0.0, 2.0]",59.0,0.369664,0.8987341772151899,1.1115205896490947,0.5224097369011377,3,1.0
2118,2020-01-01 00:48:40,gw_main,devB,1,867300000.0,7,125.0,-111.77836350712344,5.787069719606706,"(4.0, 6.0]",53.0,0.102656,0.976,1.024576,0.12975487385599993,3,1.0
2119,2020-01-01 00:48:41,gw_main,devA,0,868300000.0,10,125.0,-121.05269839443595,-4.227951133464017,"(-6.0, -4.0]",31.0,0.45260799999999995,0.5,1.75,1.5420639999999999,3,1.0
2120,2020-01-01 00:48:42,gw_main,devA,1,867100000.0,8,125.0,-91.57532444975143,5.890259099985225,"(4.0, 6.0]",26.0,0.11315199999999999,0.975609756097561,1.0249851279000597,0.14096424509220723,3,1.0
2121,2020-01-01 00:48:45,gw_main,devC,1,868300000.0,7,125.0,-112.39955011040027,-3.248007947899623,"(-4.0, -2.0]",25.0,0.061695999999999994,0.8152866242038217,1.2188324069941985,0.29402949117611255,3,1.0
2122,2020-01-01 00:48:46,gw_main,devA,1,867100000.0,10,125.0,-95.55830660997589,-3.031703682500263,"(-4.0, -2.0]",45.0,0.575488,0.6428571428571429,1.4846938775510203,1.339117387755102,3,1.0
2123,2020-01-01 00:48:47,gw_main,devB,0,867100000.0,11,125.0,-90.47822822389088,-6.9147917258808675,"(-8.0, -6.0]",72.0,1.642496,0.21739130434782608,2.3950850661625713,5.32900270699433,3,1.0
2124,2020-01-01 00:48:48,gw_main,devC,1,868300000.0,8,125.0,-113.8629437607797,3.4678729381790903,"(2.0, 4.0]",32.0,0.133632,0.9166666666666666,1.0902777777777777,0.23597377777777767,3,1.0
2125,2020-01-01 00:48:49,gw_main,devA,1,867300000.0,9,125.0,-100.66309922895891,5.62677152118242,"(4.0, 6.0]",56.0,0.349184,0.9516129032258065,1.0507284079084287,0.41762595629552546,3,1.0
2126,2020-01-01 00:48:50,gw_main,devC,1,867900000.0,9,125.0,-99.27678472590847,12.715131376511541,"(12.0, 14.0]",34.0,0.24678399999999998,0.9230769230769231,1.0828402366863903,0.3500678816568044,3,1.0
2127,2020-01-01 00:48:51,gw_main,devA,1,867900000.0,8,125.0,-94.58653720185139,7.743165108802183,"(6.0, 8.0]",24.0,0.11315199999999999,0.9850746268656716,1.0151481398975275,0.13001418222321254,3,1.0
2128,2020-01-01 00:48:52,gw_main,devC,1,867100000.0,8,125.0,-108.7362860829622,1.4986840762145137,"(0.0, 2.0]",31.0,0.133632,0.9338842975206612,1.0704869885936752,0.2135383058534252,3,1.0
2129,2020-01-01 00:48:56,gw_main,devC,1,867100000.0,8,125.0,-96.85504314895604,8.780858996112691,"(8.0, 10.0]",57.0,0.195072,0.9722222222222222,1.0285493827160495,0.22919056790123465,3,1.0
2130,2020-01-01 00:48:57,gw_main,devB,1,867100000.0,8,125.0,-94.48688893181932,5.66366384345394,"(4.0, 6.0]",33.0,0.133632,0.975609756097561,1.0249851279000597,0.16195594051160048,3,1.0
2131,2020-01-01 00:49:01,gw_main,devC,1,867300000.0,9,125.0,-90.6645925620164,1.848480808611051,"(0.0, 2.0]",61.0,0.369664,0.8987341772151899,1.1115205896490947,0.5224097369011377,3,1.0
2132,2020-01-01 00:49:02,gw_main,devA,1,867300000.0,9,125.0,-117.14820607835709,-1.3905550541471277,"(-2.0, 0.0]",61.0,0.369664,0.826530612244898,1.203561016243232,0.6484741957517701,3,1.0
2133,2020-01-01 00:49:03,gw_main,devC,1,867300000.0,7,125.0,-96.31609131766669,7.118016972815859,"(6.0, 8.0]",77.0,0.13849599999999998,0.9651162790697675,1.0361005949161708,0.17959638290968077,3,1.0
2134,2020-01-01 00:49:04,gw_main,devA,1,867900000.0,12,125.0,-87.58305894255153,-2.3255647031147944,"(-4.0, -2.0]",69.0,2.957312,0.5,1.75,5.9252959999999995,3,1.0
2135,2020-01-01 00:49:06,gw_main,devA,0,867300000.0,7,125.0,-100.73240385104117,-2.7670292473945155,"(-4.0, -2.0]",27.0,0.066816,0.8152866242038217,1.2188324069941985,0.30026991309992285,3,1.0
2136,2020-01-01 00:49:07,gw_main,devB,0,867900000.0,7,125.0,-105.38009306055335,-11.770035039496083,"(-12.0, -10.0]",25.0,0.061695999999999994,0.2,2.4400000000000004,1.5905382400000003,3,1.0
2137,2020-01-01 00:49:09,gw_main,devC,1,867100000.0,8,125.0,-94.62248433951804,-7.25450674815953,"(-8.0, -6.0]",45.0,0.164352,0.5087719298245614,1.7325330871037241,1.0172783650353954,3,1.0
2138,2020-01-01 00:49:10,gw_main,devA,0,867300000.0,9,125.0,-120.38850105624837,-3.412156316529387,"(-4.0, -2.0]",51.0,0.328704,0.7241379310344828,1.351961950059453,0.7963572508917955,3,1.0
2139,2020-01-01 00:49:12,gw_main,devA,1,867100000.0,7,125.0,-118.44045404526534,4.361943611804249,"(4.0, 6.0]",41.0,0.087296,0.976,1.024576,0.11401738649599992,3,1.0
2140,2020-01-01 00:49:13,gw_main,devB,1,867900000.0,8,125.0,-108.80445918527938,-0.41149669742353223,"(-2.0, 0.0]",20.0,0.10291199999999999,0.926605504587156,1.07878124736975,0.18980078309906573,3,1.0
2141,2020-01-01 00:49:14,gw_main,devC,1,867100000.0,8,125.0,-89.03104949253728,0.09249930218484174,"(0.0, 2.0]",39.0,0.154112,0.9338842975206612,1.0704869885936752,0.23546187937982366,3,1.0
2142,2020-01-01 00:49:15,gw_main,devC,0,868300000.0,9,125.0,-115.44184625189726,-10.076758763391677,"(-12.0, -10.0]",75.0,0.431104,0.23809523809523808,2.3424036281179133,2.3522232018140583,3,1.0
2143,2020-01-01 00:49:17,gw_main,devC,1,867100000.0,7,125.0,-111.46333537693961,-8.857998599286011,"(-10.0, -8.0]",54.0,0.102656,0.32727272727272727,2.1252892561983474,1.343462950082645,3,1.0
2144,2020-01-01 00:49:19,gw_main,devC,1,867100000.0,7,125.0,-108.8396350873931,2.200337960985835,"(2.0, 4.0]",21.0,0.056575999999999994,0.952054794520548,1.0502439482079189,0.1096625498217301,3,1.0
2145,2020-01-01 00:49:20,gw_main,devC,1,867300000.0,8,125.0,-113.04369092267137,-0.104384896411178,"(-2.0, 0.0]",45.0,0.164352,0.926605504587156,1.07878124736975,0.25608110293746317,3,1.0
2146,2020-01-01 00:49:21,gw_main,devA,1,868300000.0,7,125.0,-112.924413336703,12.258862115138406,"(12.0, 14.0]",33.0,0.071936,0.9565217391304348,1.0453686200378072,0.12056825708884687,3,1.0
2147,2020-01-01 00:49:22,gw_main,devC,1,867900000.0,8,125.0,-107.41676810986304,3.166373485353388,"(2.0, 4.0]",23.0,0.11315199999999999,0.9166666666666666,1.0902777777777777,0.21364488888888877,3,1.0
2148,2020-01-01 00:49:26,gw_main,devA,1,867100000.0,8,125.0,-104.79981792909061,5.795509563937392,"(4.0, 6.0]",20.0,0.10291199999999999,0.975609756097561,1.0249851279000597,0.13046839738251062,3,1.0
2149,2020-01-01 00:49:27,gw_main,devB,1,867100000.0,8,125.0,-111.40050537747616,6.60869725004853,"(6.0, 8.0]",79.0,0.25651199999999996,0.9850746268656716,1.0151481398975275,0.27554581955892204,3,1.0
2150,2020-01-01 00:49:29,gw_main,devA,1,867300000.0,11,125.0,-99.35765273966497,6.326937628692933,"(6.0, 8.0]",25.0,0.8232959999999999,0.9473684210526315,1.0554016620498614,0.924309628808864,3,1.0
2151,2020-01-01 00:49:30,gw_main,devC,1,867100000.0,9,125.0,-113.76365412088325,3.0829392061630623,"(2.0, 4.0]",73.0,0.431104,0.9358974358974359,1.0682117028270874,0.528722040762656,3,1.0
2152,2020-01-01 00:49:31,gw_main,devB,1,867100000.0,11,125.0,-105.72075049058363,5.764200436253603,"(4.0, 6.0]",64.0,1.560576,0.8571428571428571,1.1632653061224492,1.9786292244897963,3,1.0
2153,2020-01-01 00:49:32,gw_main,devC,1,867900000.0,7,125.0,-110.82417978792519,2.7970726844806437,"(2.0, 4.0]",55.0,0.107776,0.952054794520548,1.0502439482079189,0.16343503996997555,3,1.0
2154,2020-01-01 00:49:33,gw_main,devC,0,868300000.0,11,125.0,-94.87402132166727,-7.465618337819249,"(-8.0, -6.0]",38.0,1.069056,0.21739130434782608,2.3950850661625713,3.955565126654065,3,1.0
2155,2020-01-01 00:49:34,gw_main,devB,0,867300000.0,7,125.0,-128.00638212601055,-7.037498704995395,"(-8.0, -6.0]",47.0,0.092416,0.5533980582524272,1.6460552361202754,0.7981770768215668,3,1.0
2156,2020-01-01 00:49:35,gw_main,devA,1,868300000.0,10,125.0,-118.68302759322846,10.947543174869697,"(10.0, 12.0]",41.0,0.534528,0.9,1.11,0.7033260800000002,3,1.0
2157,2020-01-01 00:49:36,gw_main,devA,1,867900000.0,7,125.0,-93.25631004380489,1.5145432118822786,"(0.0, 2.0]",36.0,0.077056,0.9215686274509803,1.0845828527489427,0.16815646905036524,3,1.0
2158,2020-01-01 00:49:37,gw_main,devC,0,867300000.0,10,125.0,-116.78332859719845,-8.503532964953202,"(-10.0, -8.0]",38.0,0.49356799999999995,0.18181818181818182,2.487603305785124,2.7154046942148757,3,1.0
2159,2020-01-01 00:49:38,gw_main,devB,1,867900000.0,9,125.0,-113.16015411891965,2.0887920006486453,"(2.0, 4.0]",52.0,0.328704,0.9358974358974359,1.0682117028270874,0.4193371623931624,3,1.0
2160,2020-01-01 00:49:40,gw_main,devA,0,868300000.0,8,125.0,-127.10292854897702,-11.060483734809967,"(-12.0, -10.0]",27.0,0.12339199999999999,0.18181818181818182,2.487603305785124,1.7945536528925619,3,1.0
2161,2020-01-01 00:49:42,gw_main,devB,1,868300000.0,7,125.0,-99.86293412762868,-9.616000165216873,"(-10.0, -8.0]",63.0,0.118016,0.32727272727272727,2.1252892561983474,1.3761073930578516,3,1.0
2162,2020-01-01 00:49:43,gw_main,devB,1,868300000.0,7,125.0,-103.22832919865981,1.6307552557719336,"(0.0, 2.0]",58.0,0.112896,0.9215686274509803,1.0845828527489427,0.20702791849288738,3,1.0
2163,2020-01-01 00:49:44,gw_main,devC,1,867900000.0,9,125.0,-117.23603652145334,-0.28843330868081335,"(-2.0, 0.0]",21.0,0.18534399999999998,0.826530612244898,1.203561016243232,0.42663382923781756,3,1.0
2164,2020-01-01 00:49:47,gw_main,devA,1,868300000.0,7,125.0,-107.75560355253727,3.6067825608780293,"(2.0, 4.0]",64.0,0.118016,0.952054794520548,1.0502439482079189,0.17418953799962464,3,1.0
2165,2020-01-01 00:49:48,gw_main,devB,0,868300000.0,7,125.0,-114.48520321956008,-12.615044637209973,"(-14.0, -12.0]",25.0,0.061695999999999994,0.2916666666666667,2.210069444444444,1.3464218888888886,3,1.0
2166,2020-01-01 00:49:49,gw_main,devA,1,868300000.0,7,125.0,-98.00686933480509,-1.8069070928699031,"(-2.0, 0.0]",55.0,0.107776,0.8554216867469879,1.165481201916098,0.29109210393380747,3,1.0
2167,2020-01-01 00:49:50,gw_main,devA,0,867900000.0,8,125.0,-108.73749425399615,-4.967487902125707,"(-6.0, -4.0]",65.0,0.215552,0.6025641025641025,1.5553911900065749,0.8906588717948721,3,1.0
2168,2020-01-01 00:49:52,gw_main,devC,1,867900000.0,8,125.0,-113.82211213607167,-3.2832076683540024,"(-4.0, -2.0]",64.0,0.215552,0.7203389830508474,1.3578713013501866,0.650563176098822,3,1.0
2169,2020-01-01 00:49:53,gw_main,devA,1,867100000.0,9,125.0,-97.76501098985744,-0.7372325867656271,"(-2.0, 0.0]",57.0,0.349184,0.826530612244898,1.203561016243232,0.6238252661391086,3,1.0
2170,2020-01-01 00:49:54,gw_main,devB,1,867900000.0,7,125.0,-107.57873558518685,-1.5981387393576942,"(-2.0, 0.0]",46.0,0.092416,0.8554216867469879,1.165481201916098,0.27319031267237615,3,1.0
2171,2020-01-01 00:49:56,gw_main,devA,1,867100000.0,10,125.0,-100.27266641829254,-2.8988970878556315,"(-4.0, -2.0]",49.0,0.575488,0.6428571428571429,1.4846938775510203,1.339117387755102,3,1.0
2172,2020-01-01 00:49:59,gw_main,devC,0,867100000.0,9,125.0,-106.24950067821204,-10.122557870987462,"(-12.0, -10.0]",63.0,0.390144,0.23809523809523808,2.3424036281179133,2.2562783492063483,3,1.0
2173,2020-01-01 00:50:00,gw_main,devB,0,867100000.0,11,125.0,-111.82329283308087,1.6514494164724307,"(0.0, 2.0]",50.0,1.314816,0.7368421052631579,1.332409972299169,2.084283922437673,3,1.0
2174,2020-01-01 00:50:02,gw_main,devA,1,867900000.0,10,125.0,-112.70898540673646,2.7842646125711616,"(2.0, 4.0]",34.0,0.45260799999999995,0.9767441860465116,1.0237966468361277,0.48717519956733374,3,1.0
2175,2020-01-01 00:50:04,gw_main,devC,1,867300000.0,9,125.0,-118.92514400970208,5.98856955145248,"(4.0, 6.0]",62.0,0.369664,0.9516129032258065,1.0507284079084287,0.4391448740894901,3,1.0
2176,2020-01-01 00:50:08,gw_main,devC,1,867900000.0,9,125.0,-95.62187563091506,-0.6522030403243491,"(-2.0, 0.0]",67.0,0.410624,0.826530612244898,1.203561016243232,0.6977720549770928,3,1.0
2177,2020-01-01 00:50:10,gw_main,devB,1,867900000.0,11,125.0,-111.92401889730905,3.7429909541300708,"(2.0, 4.0]",40.0,1.069056,0.9523809523809523,1.0498866213151927,1.1722742131519275,3,1.0
2178,2020-01-01 00:50:11,gw_main,devA,0,867900000.0,7,125.0,-115.26531067013106,-0.13499562635094595,"(-2.0, 0.0]",28.0,0.066816,0.8554216867469879,1.165481201916098,0.24335399390332407,3,1.0
2179,2020-01-01 00:50:12,gw_main,devA,1,867300000.0,10,125.0,-101.18499449252786,5.597433334073834,"(4.0, 6.0]",68.0,0.739328,0.9736842105263158,1.0270083102493075,0.7863043102493075,3,1.0
