record_id,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,fwi_source,ground_truth_tier,danger_class,danger_label,criticality,deadline_s,iot_fwi,iot_transmit,iot_gate_decision,source
313,28.2,37.2,22.4,2.64,79.0,40.7,194.7,9.0,40.7,18.5,provided,1,1,Moderate,0.35,5.640159571160261,18.5,1,transmit_to_edge,synthetic_fallback
314,28.2,58.1,26.0,1.46,85.8,50.6,122.0,17.2,37.8,28.2,provided,2,2,High,0.55,3.1811399988150706,28.2,1,transmit_to_edge,synthetic_fallback
315,30.9,68.2,12.3,0.6,86.8,32.5,169.7,9.0,32.1,16.4,provided,1,1,Moderate,0.35,5.640159571160261,16.4,1,transmit_to_edge,synthetic_fallback
316,17.3,52.8,19.9,0.65,69.5,26.9,84.2,10.1,5.7,8.0,provided,0,0,Low,0.2,10.0,8.0,0,local_low_no_transmit,synthetic_fallback
317,28.1,62.7,10.8,1.47,84.4,28.4,161.1,3.1,39.2,7.7,provided,0,0,Low,0.2,10.0,7.7,0,local_low_no_transmit,synthetic_fallback
318,23.2,40.5,12.2,0.23,83.7,47.5,217.1,11.5,35.1,20.6,provided,1,1,Moderate,0.35,5.640159571160261,20.6,1,transmit_to_edge,synthetic_fallback
319,37.1,5.1,12.6,2.62,99.0,75.9,261.4,7.0,47.7,16.7,provided,1,1,Moderate,0.35,5.640159571160261,16.7,1,transmit_to_edge,synthetic_fallback
320,23.8,71.8,16.0,0.04,79.7,38.7,102.5,9.0,23.8,14.1,provided,1,1,Moderate,0.35,5.640159571160261,14.1,1,transmit_to_edge,synthetic_fallback
321,34.6,67.4,18.0,0.41,93.7,49.0,150.8,5.7,34.4,12.0,provided,1,1,Moderate,0.35,5.640159571160261,12.0,1,transmit_to_edge,synthetic_fallback
322,42.2,55.3,20.2,0.73,92.3,71.6,258.2,13.0,66.5,30.8,provided,2,2,High,0.55,3.1811399988150706,30.8,1,transmit_to_edge,synthetic_fallback
323,27.5,53.5,6.8,1.0,91.4,35.0,173.7,8.7,26.0,14.4,provided,1,1,Moderate,0.35,5.640159571160261,14.4,1,transmit_to_edge,synthetic_fallback
324,25.2,74.8,31.2,0.09,86.0,27.0,88.0,13.2,25.3,19.4,provided,1,1,Moderate,0.35,5.640159571160261,19.4,1,transmit_to_edge,synthetic_fallback
325,31.5,41.9,25.3,1.28,93.8,50.7,246.3,12.6,40.2,23.4,provided,2,2,High,0.55,3.1811399988150706,23.4,1,transmit_to_edge,synthetic_fallback
326,30.0,36.5,22.2,0.68,93.0,52.9,182.8,12.5,63.1,29.3,provided,2,2,High,0.55,3.1811399988150706,29.3,1,transmit_to_edge,synthetic_fallback
327,22.1,47.9,14.4,0.51,73.2,40.1,112.5,10.3,37.3,19.6,provided,1,1,Moderate,0.35,5.640159571160261,19.6,1,transmit_to_edge,synthetic_fallback
328,33.7,78.2,16.4,0.45,75.3,31.3,80.6,9.2,41.0,18.9,provided,1,1,Moderate,0.35,5.640159571160261,18.9,1,transmit_to_edge,synthetic_fallback
329,46.1,21.5,20.9,0.14,99.0,95.5,449.8,15.7,81.1,38.4,provided,3,3,Very High,0.75,1.7942137211517566,38.4,1,transmit_to_edge,synthetic_fallback
330,27.9,78.2,20.0,0.04,78.4,35.9,128.6,10.0,36.5,19.0,provided,1,1,Moderate,0.35,5.640159571160261,19.0,1,transmit_to_edge,synthetic_fallback
331,28.4,37.9,5.0,0.88,82.8,53.5,185.6,4.2,38.4,9.8,provided,0,0,Low,0.2,10.0,9.8,0,local_low_no_transmit,synthetic_fallback
332,21.6,27.8,22.3,1.25,87.9,32.8,160.9,10.1,35.8,18.9,provided,1,1,Moderate,0.35,5.640159571160261,18.9,1,transmit_to_edge,synthetic_fallback
333,32.6,79.7,37.9,0.68,97.3,62.4,205.0,11.4,58.4,26.3,provided,2,2,High,0.55,3.1811399988150706,26.3,1,transmit_to_edge,synthetic_fallback
334,20.0,49.9,3.7,0.03,76.9,31.4,44.4,3.5,10.4,3.8,provided,0,0,Low,0.2,10.0,3.8,0,local_low_no_transmit,synthetic_fallback
335,21.1,23.4,24.1,2.29,84.4,44.3,168.2,13.1,30.0,20.9,provided,1,1,Moderate,0.35,5.640159571160261,20.9,1,transmit_to_edge,synthetic_fallback
336,40.2,44.1,19.6,0.55,99.0,86.2,348.1,11.9,67.7,29.2,provided,2,2,High,0.55,3.1811399988150706,29.2,1,transmit_to_edge,synthetic_fallback
337,22.8,72.5,16.2,1.38,72.1,16.4,52.0,6.4,1.9,3.4,provided,0,0,Low,0.2,10.0,3.4,0,local_low_no_transmit,synthetic_fallback
338,38.7,78.2,26.8,4.17,74.3,17.2,91.8,10.8,11.0,11.3,provided,1,1,Moderate,0.35,5.640159571160261,11.3,1,transmit_to_edge,synthetic_fallback
339,42.2,42.6,8.5,0.03,99.0,99.9,302.7,3.6,75.5,12.9,provided,1,1,Moderate,0.35,5.640159571160261,12.9,1,transmit_to_edge,synthetic_fallback
340,32.1,60.9,18.2,0.19,82.1,40.4,158.5,9.5,24.3,14.8,provided,1,1,Moderate,0.35,5.640159571160261,14.8,1,transmit_to_edge,synthetic_fallback
341,34.4,67.7,27.5,1.41,81.1,44.8,169.4,13.4,40.2,24.6,provided,2,2,High,0.55,3.1811399988150706,24.6,1,transmit_to_edge,synthetic_fallback
342,45.6,37.8,15.6,1.16,99.0,90.8,328.0,11.2,83.2,31.0,provided,2,2,High,0.55,3.1811399988150706,31.0,1,transmit_to_edge,synthetic_fallback
343,28.4,59.8,14.0,0.8,82.1,27.5,149.5,6.7,16.5,9.2,provided,0,0,Low,0.2,10.0,9.2,0,local_low_no_transmit,synthetic_fallback
344,25.3,51.3,17.8,1.68,82.8,32.9,140.7,11.1,25.5,17.2,provided,1,1,Moderate,0.35,5.640159571160261,17.2,1,transmit_to_edge,synthetic_fallback
345,19.2,40.2,13.8,1.36,82.5,35.4,107.3,12.1,29.6,19.7,provided,1,1,Moderate,0.35,5.640159571160261,19.7,1,transmit_to_edge,synthetic_fallback
346,30.3,41.2,28.1,0.27,99.0,91.2,253.2,13.2,72.7,32.5,provided,2,2,High,0.55,3.1811399988150706,32.5,1,transmit_to_edge,synthetic_fallback
347,41.8,53.5,10.5,0.87,99.0,54.9,232.7,9.8,44.2,20.6,provided,1,1,Moderate,0.35,5.640159571160261,20.6,1,transmit_to_edge,synthetic_fallback
348,37.7,52.7,23.3,0.78,94.1,64.6,285.9,8.6,65.7,23.0,provided,2,2,High,0.55,3.1811399988150706,23.0,1,transmit_to_edge,synthetic_fallback
349,22.5,39.6,8.0,0.23,73.8,50.2,186.4,2.0,50.7,6.2,provided,0,0,Low,0.2,10.0,6.2,0,local_low_no_transmit,synthetic_fallback
350,23.2,42.6,21.8,0.69,85.5,47.4,162.8,12.5,46.1,25.0,provided,2,2,High,0.55,3.1811399988150706,25.0,1,transmit_to_edge,synthetic_fallback
351,26.0,76.5,16.2,0.1,71.7,16.7,24.4,9.1,10.8,9.6,provided,0,0,Low,0.2,10.0,9.6,0,local_low_no_transmit,synthetic_fallback
352,32.3,56.7,1.0,0.27,83.3,48.4,188.7,5.1,58.8,14.7,provided,1,1,Moderate,0.35,5.640159571160261,14.7,1,transmit_to_edge,synthetic_fallback
353,28.4,71.5,17.0,0.38,79.6,35.8,157.0,8.2,46.7,18.6,provided,1,1,Moderate,0.35,5.640159571160261,18.6,1,transmit_to_edge,synthetic_fallback
354,31.7,78.4,9.3,0.14,72.8,37.7,93.5,6.1,27.0,11.1,provided,0,0,Low,0.2,10.0,11.1,0,local_low_no_transmit,synthetic_fallback
355,32.4,65.0,13.8,0.67,79.4,53.7,87.1,10.0,39.3,19.8,provided,1,1,Moderate,0.35,5.640159571160261,19.8,1,transmit_to_edge,synthetic_fallback
356,27.6,98.0,28.1,0.08,73.2,33.1,50.2,16.6,34.1,26.3,provided,2,2,High,0.55,3.1811399988150706,26.3,1,transmit_to_edge,synthetic_fallback
357,29.7,33.8,9.0,0.18,98.5,65.4,254.3,7.6,51.4,18.5,provided,1,1,Moderate,0.35,5.640159571160261,18.5,1,transmit_to_edge,synthetic_fallback
358,31.7,69.8,9.4,0.76,77.1,37.6,92.4,3.0,33.2,6.8,provided,0,0,Low,0.2,10.0,6.8,0,local_low_no_transmit,synthetic_fallback
359,29.3,45.0,27.4,2.28,91.3,35.2,153.8,15.1,32.6,24.1,provided,2,2,High,0.55,3.1811399988150706,24.1,1,transmit_to_edge,synthetic_fallback
360,34.0,92.8,17.8,0.01,78.7,31.4,131.7,11.2,22.8,16.4,provided,1,1,Moderate,0.35,5.640159571160261,16.4,1,transmit_to_edge,synthetic_fallback
361,45.0,89.4,28.1,0.47,88.8,58.8,248.6,15.0,51.4,29.8,provided,2,2,High,0.55,3.1811399988150706,29.8,1,transmit_to_edge,synthetic_fallback
362,34.7,9.0,19.3,0.37,99.0,88.3,328.0,11.7,64.6,28.2,provided,2,2,High,0.55,3.1811399988150706,28.2,1,transmit_to_edge,synthetic_fallback
363,30.4,30.7,10.7,0.02,99.0,68.1,238.4,13.8,54.3,29.0,provided,2,2,High,0.55,3.1811399988150706,29.0,1,transmit_to_edge,synthetic_fallback
364,16.5,66.6,16.5,0.18,67.2,10.5,56.6,8.9,0.0,3.0,provided,0,0,Low,0.2,10.0,3.0,0,local_low_no_transmit,synthetic_fallback
365,33.1,69.4,25.8,2.09,89.0,51.3,191.9,12.9,63.2,29.9,provided,2,2,High,0.55,3.1811399988150706,29.9,1,transmit_to_edge,synthetic_fallback
366,14.4,68.2,23.8,0.12,79.3,40.0,112.2,7.7,44.9,17.4,provided,1,1,Moderate,0.35,5.640159571160261,17.4,1,transmit_to_edge,synthetic_fallback
367,18.7,50.4,17.0,3.03,75.8,7.9,48.3,6.4,17.9,9.3,provided,0,0,Low,0.2,10.0,9.3,0,local_low_no_transmit,synthetic_fallback
368,36.8,62.0,17.4,0.71,88.3,58.0,148.1,8.4,49.1,19.4,provided,1,1,Moderate,0.35,5.640159571160261,19.4,1,transmit_to_edge,synthetic_fallback
369,35.6,66.4,16.2,0.19,99.0,50.0,163.6,10.3,50.4,22.9,provided,2,2,High,0.55,3.1811399988150706,22.9,1,transmit_to_edge,synthetic_fallback
370,28.8,50.3,12.8,1.41,85.3,52.8,169.7,8.6,54.8,20.9,provided,1,1,Moderate,0.35,5.640159571160261,20.9,1,transmit_to_edge,synthetic_fallback
371,16.3,74.6,30.9,2.76,58.0,8.3,0.0,9.7,13.6,11.4,provided,1,1,Moderate,0.35,5.640159571160261,11.4,1,transmit_to_edge,synthetic_fallback
372,27.0,5.0,17.1,5.34,83.5,41.4,182.2,10.5,45.3,22.0,provided,2,2,High,0.55,3.1811399988150706,22.0,1,transmit_to_edge,synthetic_fallback
373,24.6,65.9,8.9,0.2,81.2,26.7,123.4,4.7,17.5,7.0,provided,0,0,Low,0.2,10.0,7.0,0,local_low_no_transmit,synthetic_fallback
374,35.1,29.3,13.6,0.04,99.0,79.1,289.0,8.7,72.2,24.2,provided,2,2,High,0.55,3.1811399988150706,24.2,1,transmit_to_edge,synthetic_fallback
375,48.1,73.1,22.2,1.44,97.6,52.7,249.7,12.0,45.0,24.0,provided,2,2,High,0.55,3.1811399988150706,24.0,1,transmit_to_edge,synthetic_fallback
376,31.7,47.0,21.6,1.52,99.0,58.6,206.7,8.6,41.1,18.0,provided,1,1,Moderate,0.35,5.640159571160261,18.0,1,transmit_to_edge,synthetic_fallback
377,23.8,32.4,16.0,0.15,90.2,48.9,174.0,11.1,33.1,19.6,provided,1,1,Moderate,0.35,5.640159571160261,19.6,1,transmit_to_edge,synthetic_fallback
378,20.6,60.2,12.2,0.08,71.3,34.3,99.4,9.1,31.7,16.4,provided,1,1,Moderate,0.35,5.640159571160261,16.4,1,transmit_to_edge,synthetic_fallback
379,29.6,32.0,17.2,1.22,99.0,60.0,295.0,9.5,65.2,24.5,provided,2,2,High,0.55,3.1811399988150706,24.5,1,transmit_to_edge,synthetic_fallback
380,28.6,31.9,5.0,0.3,99.0,68.5,166.9,10.9,43.7,22.1,provided,2,2,High,0.55,3.1811399988150706,22.1,1,transmit_to_edge,synthetic_fallback
381,20.8,17.5,7.6,0.52,99.0,53.7,179.9,7.6,59.7,20.1,provided,1,1,Moderate,0.35,5.640159571160261,20.1,1,transmit_to_edge,synthetic_fallback
382,30.9,51.4,22.7,0.37,88.7,67.2,244.5,12.4,70.2,30.7,provided,2,2,High,0.55,3.1811399988150706,30.7,1,transmit_to_edge,synthetic_fallback
383,20.8,62.9,13.6,0.42,81.8,16.1,92.8,6.4,13.0,7.8,provided,0,0,Low,0.2,10.0,7.8,0,local_low_no_transmit,synthetic_fallback
384,38.9,74.5,19.7,0.41,95.2,58.5,163.0,7.5,44.1,16.9,provided,1,1,Moderate,0.35,5.640159571160261,16.9,1,transmit_to_edge,synthetic_fallback
385,38.5,48.9,25.8,0.18,99.0,73.2,224.2,12.1,60.5,27.9,provided,2,2,High,0.55,3.1811399988150706,27.9,1,transmit_to_edge,synthetic_fallback
386,38.7,75.1,21.7,0.07,86.7,57.4,220.7,10.8,58.4,25.5,provided,2,2,High,0.55,3.1811399988150706,25.5,1,transmit_to_edge,synthetic_fallback
387,26.2,52.4,17.1,2.58,77.8,27.9,140.3,7.1,23.5,11.6,provided,1,1,Moderate,0.35,5.640159571160261,11.6,1,transmit_to_edge,synthetic_fallback
388,34.1,49.9,32.3,0.01,99.0,81.3,307.6,17.4,62.5,36.2,provided,2,2,High,0.55,3.1811399988150706,36.2,1,transmit_to_edge,synthetic_fallback
389,28.9,64.6,21.8,0.98,74.1,18.4,146.0,5.1,23.5,8.8,provided,0,0,Low,0.2,10.0,8.8,0,local_low_no_transmit,synthetic_fallback
390,26.9,75.3,14.4,1.42,67.5,23.0,115.6,4.9,5.4,3.8,provided,0,0,Low,0.2,10.0,3.8,0,local_low_no_transmit,synthetic_fallback
391,27.3,44.5,22.3,1.23,96.6,33.5,141.7,7.6,31.4,14.2,provided,1,1,Moderate,0.35,5.640159571160261,14.2,1,transmit_to_edge,synthetic_fallback
392,19.6,46.6,19.9,0.28,81.5,51.7,153.5,13.5,52.1,28.0,provided,2,2,High,0.55,3.1811399988150706,28.0,1,transmit_to_edge,synthetic_fallback
393,18.4,48.5,10.8,0.44,73.9,10.2,90.4,5.9,14.5,7.7,provided,0,0,Low,0.2,10.0,7.7,0,local_low_no_transmit,synthetic_fallback
394,36.4,53.8,17.5,0.78,99.0,48.6,219.1,9.3,51.0,21.4,provided,2,2,High,0.55,3.1811399988150706,21.4,1,transmit_to_edge,synthetic_fallback
395,28.5,32.2,15.8,0.75,99.0,42.9,242.5,7.5,46.4,17.4,provided,1,1,Moderate,0.35,5.640159571160261,17.4,1,transmit_to_edge,synthetic_fallback
396,31.7,74.6,2.8,0.4,84.4,46.8,153.1,7.2,45.4,16.6,provided,1,1,Moderate,0.35,5.640159571160261,16.6,1,transmit_to_edge,synthetic_fallback
397,38.0,43.2,15.8,0.26,99.0,59.5,225.3,9.3,53.3,21.8,provided,2,2,High,0.55,3.1811399988150706,21.8,1,transmit_to_edge,synthetic_fallback
398,16.1,62.2,15.0,1.84,63.6,8.3,80.1,7.6,3.5,5.1,provided,0,0,Low,0.2,10.0,5.1,0,local_low_no_transmit,synthetic_fallback
399,23.7,33.8,13.8,1.26,93.7,39.5,149.0,4.2,32.8,9.1,provided,0,0,Low,0.2,10.0,9.1,0,local_low_no_transmit,synthetic_fallback
400,31.4,59.9,5.2,0.32,82.0,24.3,120.7,8.4,22.4,13.0,provided,1,1,Moderate,0.35,5.640159571160261,13.0,1,transmit_to_edge,synthetic_fallback
401,33.1,60.6,14.4,0.24,86.7,47.3,179.6,10.0,51.6,22.6,provided,2,2,High,0.55,3.1811399988150706,22.6,1,transmit_to_edge,synthetic_fallback
402,27.0,42.7,16.7,0.57,96.6,58.0,136.7,11.4,58.9,26.5,provided,2,2,High,0.55,3.1811399988150706,26.5,1,transmit_to_edge,synthetic_fallback
403,38.2,96.5,17.7,1.66,84.1,22.5,95.2,11.9,23.7,17.4,provided,1,1,Moderate,0.35,5.640159571160261,17.4,1,transmit_to_edge,synthetic_fallback
404,31.7,60.2,8.8,0.37,80.3,53.7,173.7,6.5,39.3,14.2,provided,1,1,Moderate,0.35,5.640159571160261,14.2,1,transmit_to_edge,synthetic_fallback
405,20.3,91.1,21.6,2.72,37.9,0.4,18.0,6.9,0.0,2.1,provided,0,0,Low,0.2,10.0,2.1,0,local_low_no_transmit,synthetic_fallback
406,22.6,73.1,8.3,0.18,63.4,20.2,99.1,7.5,17.5,10.4,provided,0,0,Low,0.2,10.0,10.4,0,local_low_no_transmit,synthetic_fallback
407,36.4,37.4,15.4,0.85,96.5,65.0,237.0,10.6,67.6,26.9,provided,2,2,High,0.55,3.1811399988150706,26.9,1,transmit_to_edge,synthetic_fallback
408,33.7,43.6,26.4,0.07,99.0,75.5,259.0,13.2,67.3,31.2,provided,2,2,High,0.55,3.1811399988150706,31.2,1,transmit_to_edge,synthetic_fallback
409,14.8,61.6,12.0,0.42,72.5,33.9,12.2,7.6,22.4,11.9,provided,1,1,Moderate,0.35,5.640159571160261,11.9,1,transmit_to_edge,synthetic_fallback
410,40.8,53.3,13.3,0.07,99.0,73.7,253.6,8.4,57.0,21.1,provided,1,1,Moderate,0.35,5.640159571160261,21.1,1,transmit_to_edge,synthetic_fallback
411,34.8,53.1,24.7,0.3,95.5,66.2,202.5,14.5,62.3,32.0,provided,2,2,High,0.55,3.1811399988150706,32.0,1,transmit_to_edge,synthetic_fallback
412,40.7,45.7,14.2,0.17,99.0,69.0,254.1,11.8,62.4,28.0,provided,2,2,High,0.55,3.1811399988150706,28.0,1,transmit_to_edge,synthetic_fallback
413,26.9,12.2,14.9,0.09,99.0,68.5,269.4,10.1,60.3,24.5,provided,2,2,High,0.55,3.1811399988150706,24.5,1,transmit_to_edge,synthetic_fallback
414,27.6,47.0,18.6,0.55,90.9,65.3,191.9,14.6,54.8,30.3,provided,2,2,High,0.55,3.1811399988150706,30.3,1,transmit_to_edge,synthetic_fallback
415,21.0,5.0,24.5,0.37,99.0,62.8,207.9,9.6,66.8,25.0,provided,2,2,High,0.55,3.1811399988150706,25.0,1,transmit_to_edge,synthetic_fallback
416,50.3,60.2,1.1,1.65,99.0,53.3,171.2,4.2,43.6,10.7,provided,0,0,Low,0.2,10.0,10.7,0,local_low_no_transmit,synthetic_fallback
417,28.6,36.0,11.0,0.1,99.0,58.7,205.7,12.6,64.0,29.5,provided,2,2,High,0.55,3.1811399988150706,29.5,1,transmit_to_edge,synthetic_fallback
418,42.7,36.3,9.8,0.47,99.0,76.3,304.8,7.2,77.8,22.2,provided,2,2,High,0.55,3.1811399988150706,22.2,1,transmit_to_edge,synthetic_fallback
419,24.8,47.2,9.2,1.24,75.3,54.4,143.5,2.7,44.4,7.4,provided,0,0,Low,0.2,10.0,7.4,0,local_low_no_transmit,synthetic_fallback
420,31.3,58.0,10.9,0.23,86.5,23.7,205.5,11.1,34.8,19.9,provided,1,1,Moderate,0.35,5.640159571160261,19.9,1,transmit_to_edge,synthetic_fallback
421,16.6,20.5,11.0,0.93,76.5,46.6,204.7,8.3,41.6,17.6,provided,1,1,Moderate,0.35,5.640159571160261,17.6,1,transmit_to_edge,synthetic_fallback
422,26.9,13.5,19.2,3.06,88.7,60.9,213.5,6.4,45.8,15.4,provided,1,1,Moderate,0.35,5.640159571160261,15.4,1,transmit_to_edge,synthetic_fallback
423,37.9,28.5,10.6,0.76,99.0,64.6,271.1,10.0,56.1,23.6,provided,2,2,High,0.55,3.1811399988150706,23.6,1,transmit_to_edge,synthetic_fallback
424,20.0,7.1,17.9,1.1,99.0,54.7,185.2,8.1,39.4,16.9,provided,1,1,Moderate,0.35,5.640159571160261,16.9,1,transmit_to_edge,synthetic_fallback
425,38.6,30.7,19.9,0.96,99.0,83.4,249.8,8.2,73.3,23.4,provided,2,2,High,0.55,3.1811399988150706,23.4,1,transmit_to_edge,synthetic_fallback
426,32.7,87.0,11.8,0.67,71.0,42.3,84.2,6.8,32.6,13.4,provided,1,1,Moderate,0.35,5.640159571160261,13.4,1,transmit_to_edge,synthetic_fallback
427,21.6,28.8,17.9,0.06,87.0,47.6,215.9,9.3,48.4,20.8,provided,1,1,Moderate,0.35,5.640159571160261,20.8,1,transmit_to_edge,synthetic_fallback
428,26.0,66.3,28.7,0.13,79.2,27.1,166.3,10.9,34.2,19.6,provided,1,1,Moderate,0.35,5.640159571160261,19.6,1,transmit_to_edge,synthetic_fallback
429,26.3,21.8,19.3,0.71,99.0,75.3,236.8,10.3,38.2,19.8,provided,1,1,Moderate,0.35,5.640159571160261,19.8,1,transmit_to_edge,synthetic_fallback
430,29.6,58.6,12.4,0.68,84.0,56.5,147.9,5.9,48.1,14.7,provided,1,1,Moderate,0.35,5.640159571160261,14.7,1,transmit_to_edge,synthetic_fallback
431,25.7,45.0,16.5,0.82,94.7,42.0,189.3,10.0,24.3,15.5,provided,1,1,Moderate,0.35,5.640159571160261,15.5,1,transmit_to_edge,synthetic_fallback
432,23.4,50.7,10.4,0.0,80.9,18.2,157.2,7.6,22.6,12.1,provided,1,1,Moderate,0.35,5.640159571160261,12.1,1,transmit_to_edge,synthetic_fallback
433,27.6,64.5,18.9,0.34,90.7,54.3,158.4,12.4,37.8,22.5,provided,2,2,High,0.55,3.1811399988150706,22.5,1,transmit_to_edge,synthetic_fallback
434,21.8,90.6,23.2,0.25,69.8,12.0,70.0,10.0,12.8,11.4,provided,1,1,Moderate,0.35,5.640159571160261,11.4,1,transmit_to_edge,synthetic_fallback
435,19.7,56.3,11.1,0.25,77.1,39.5,89.1,4.6,41.9,11.3,provided,1,1,Moderate,0.35,5.640159571160261,11.3,1,transmit_to_edge,synthetic_fallback
436,29.6,54.7,15.5,0.58,76.6,46.2,135.5,5.8,24.5,10.1,provided,0,0,Low,0.2,10.0,10.1,0,local_low_no_transmit,synthetic_fallback
437,37.1,30.6,25.0,1.46,98.8,71.6,287.4,11.9,65.3,28.7,provided,2,2,High,0.55,3.1811399988150706,28.7,1,transmit_to_edge,synthetic_fallback
438,17.8,64.8,13.4,0.26,76.4,15.3,94.1,11.6,15.0,13.8,provided,1,1,Moderate,0.35,5.640159571160261,13.8,1,transmit_to_edge,synthetic_fallback
439,30.0,46.6,18.3,0.62,99.0,69.2,190.7,12.7,41.3,23.9,provided,2,2,High,0.55,3.1811399988150706,23.9,1,transmit_to_edge,synthetic_fallback
440,24.8,70.3,9.7,0.09,78.0,41.9,91.5,5.8,37.9,12.8,provided,1,1,Moderate,0.35,5.640159571160261,12.8,1,transmit_to_edge,synthetic_fallback
441,22.2,51.0,11.1,0.18,87.2,15.6,218.0,10.2,23.5,15.5,provided,1,1,Moderate,0.35,5.640159571160261,15.5,1,transmit_to_edge,synthetic_fallback
442,36.8,90.3,13.3,1.73,71.6,13.9,64.8,4.5,8.9,4.6,provided,0,0,Low,0.2,10.0,4.6,0,local_low_no_transmit,synthetic_fallback
443,25.9,8.4,32.2,0.1,99.0,104.3,301.2,17.8,80.1,41.4,provided,3,3,Very High,0.75,1.7942137211517566,41.4,1,transmit_to_edge,synthetic_fallback
444,42.0,45.5,14.1,0.75,99.0,69.3,271.2,8.6,87.0,26.5,provided,2,2,High,0.55,3.1811399988150706,26.5,1,transmit_to_edge,synthetic_fallback
445,23.8,71.4,13.3,0.74,78.9,8.1,45.6,9.7,4.9,7.3,provided,0,0,Low,0.2,10.0,7.3,0,local_low_no_transmit,synthetic_fallback
446,33.1,44.3,13.1,0.79,97.3,57.2,212.0,10.3,35.5,19.2,provided,1,1,Moderate,0.35,5.640159571160261,19.2,1,transmit_to_edge,synthetic_fallback
447,28.2,34.6,15.8,1.14,92.0,53.2,260.8,8.7,42.8,18.6,provided,1,1,Moderate,0.35,5.640159571160261,18.6,1,transmit_to_edge,synthetic_fallback
448,24.0,46.2,21.6,0.12,88.7,49.0,215.6,12.3,41.8,23.6,provided,2,2,High,0.55,3.1811399988150706,23.6,1,transmit_to_edge,synthetic_fallback
449,34.7,21.6,18.3,0.18,99.0,79.4,322.7,8.7,67.9,23.6,provided,2,2,High,0.55,3.1811399988150706,23.6,1,transmit_to_edge,synthetic_fallback
450,28.8,54.6,31.4,0.8,94.1,49.2,211.8,14.5,44.1,27.1,provided,2,2,High,0.55,3.1811399988150706,27.1,1,transmit_to_edge,synthetic_fallback
451,34.8,98.0,18.5,0.11,73.3,25.5,118.4,12.2,15.3,14.4,provided,1,1,Moderate,0.35,5.640159571160261,14.4,1,transmit_to_edge,synthetic_fallback
452,29.6,77.2,27.1,0.17,95.0,43.6,183.2,22.7,43.7,36.5,provided,2,2,High,0.55,3.1811399988150706,36.5,1,transmit_to_edge,synthetic_fallback
453,21.3,27.6,18.9,0.81,93.3,43.5,183.2,12.2,35.4,21.5,provided,2,2,High,0.55,3.1811399988150706,21.5,1,transmit_to_edge,synthetic_fallback
454,29.2,32.8,21.2,0.74,99.0,60.6,214.9,11.9,41.4,22.9,provided,2,2,High,0.55,3.1811399988150706,22.9,1,transmit_to_edge,synthetic_fallback
455,30.4,43.1,6.9,0.11,99.0,53.9,204.9,5.2,40.8,12.3,provided,1,1,Moderate,0.35,5.640159571160261,12.3,1,transmit_to_edge,synthetic_fallback
456,37.7,74.1,16.1,0.02,97.9,64.7,220.5,12.8,52.2,27.0,provided,2,2,High,0.55,3.1811399988150706,27.0,1,transmit_to_edge,synthetic_fallback
457,22.7,33.9,16.5,0.64,90.0,53.3,193.3,6.1,53.0,16.0,provided,1,1,Moderate,0.35,5.640159571160261,16.0,1,transmit_to_edge,synthetic_fallback
458,29.7,36.8,15.3,0.18,99.0,61.6,250.4,8.4,58.9,21.3,provided,2,2,High,0.55,3.1811399988150706,21.3,1,transmit_to_edge,synthetic_fallback
459,16.2,71.5,1.9,0.71,54.6,9.4,0.0,3.9,3.4,2.3,provided,0,0,Low,0.2,10.0,2.3,0,local_low_no_transmit,synthetic_fallback
460,35.2,71.0,23.2,0.18,88.3,56.2,232.4,9.4,50.7,21.4,provided,2,2,High,0.55,3.1811399988150706,21.4,1,transmit_to_edge,synthetic_fallback
461,21.3,43.8,14.3,0.42,71.3,51.4,232.6,11.5,49.1,24.4,provided,2,2,High,0.55,3.1811399988150706,24.4,1,transmit_to_edge,synthetic_fallback
462,15.5,27.4,13.9,0.05,94.9,49.9,212.1,12.0,61.5,27.9,provided,2,2,High,0.55,3.1811399988150706,27.9,1,transmit_to_edge,synthetic_fallback
463,29.5,17.9,15.2,0.18,95.6,93.9,261.4,8.7,71.8,24.2,provided,2,2,High,0.55,3.1811399988150706,24.2,1,transmit_to_edge,synthetic_fallback
464,38.8,36.6,15.4,1.46,99.0,82.3,218.1,8.2,70.3,23.0,provided,2,2,High,0.55,3.1811399988150706,23.0,1,transmit_to_edge,synthetic_fallback
465,17.8,5.0,19.8,1.47,90.1,56.5,216.6,7.4,55.5,18.9,provided,1,1,Moderate,0.35,5.640159571160261,18.9,1,transmit_to_edge,synthetic_fallback
466,21.3,68.5,8.1,0.5,65.2,14.4,40.6,2.7,4.2,1.3,provided,0,0,Low,0.2,10.0,1.3,0,local_low_no_transmit,synthetic_fallback
467,24.1,38.1,10.5,0.75,86.2,53.4,190.0,8.5,47.7,19.3,provided,1,1,Moderate,0.35,5.640159571160261,19.3,1,transmit_to_edge,synthetic_fallback
468,21.0,62.6,19.0,0.47,79.0,33.8,91.2,11.4,28.7,18.6,provided,1,1,Moderate,0.35,5.640159571160261,18.6,1,transmit_to_edge,synthetic_fallback
469,33.0,93.1,18.0,0.52,80.0,26.0,137.4,10.5,21.4,15.1,provided,1,1,Moderate,0.35,5.640159571160261,15.1,1,transmit_to_edge,synthetic_fallback
